[SYS] 2024/01/28 - 21:34:35 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:35 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:35 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:36 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:36 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:36 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:36 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:36 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:36 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:37 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:37 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:37 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:38 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:38 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:38 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:40 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:40 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:40 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:43 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:43 | using MySQL as database 
[FATAL] 2024/01/28 - 21:34:43 | [dial tcp 172.18.0.3:3306: connect: connection refused] 
[SYS] 2024/01/28 - 21:34:50 | One API v0.5.11-alpha.9 started 
[SYS] 2024/01/28 - 21:34:50 | using MySQL as database 
[SYS] 2024/01/28 - 21:34:50 | database migration started 
[SYS] 2024/01/28 - 21:34:50 | database migrated 
[SYS] 2024/01/28 - 21:34:50 | no user exists, create a root user for you: username is root, password is 123456 
[SYS] 2024/01/28 - 21:34:50 | SYNC_FREQUENCY not set, Redis is disabled 
[SYS] 2024/01/28 - 21:34:50 | using theme default 
[SYS] 2024/01/28 - 21:34:50 | initializing token encoders 
[SYS] 2024/01/28 - 21:35:05 | token encoders initialized 
[GIN] 2024/01/28 - 21:35:20 | 202401282135201140592697H1UWxLT | 200 |     475.678µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:35:50 | 20240128213550157209374M6pkpvlC | 200 |      34.358µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:36:20 | 20240128213620196589266gzJN2ytl | 200 |      41.494µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:36:50 | 20240128213650237226866cAFO9JZf | 200 |      44.809µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:37:20 | 20240128213720271527539eSY0bWrZ | 200 |      55.693µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:37:50 | 202401282137503097816751HcCVqvU | 200 |      37.219µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:38:20 | 202401282138203501971874T8G5gmf | 200 |      42.611µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:38:50 | 202401282138503923845393B6awESm | 200 |      36.817µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:39:20 | 20240128213920436351337nJpVHlyW | 200 |      68.974µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:39:50 | 20240128213950470005782mqesFDxg | 200 |      33.836µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:40:20 | 20240128214020499165289ELuK6GOb | 200 |      34.685µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:40:50 | 20240128214050535795247jMJDfEyZ | 200 |      43.845µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:41:20 | 202401282141205742364130u8OeTCb | 200 |     115.757µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:41:50 | 20240128214150613943901I5y6SguU | 200 |      51.183µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:42:20 | 20240128214220658761928TPnandWb | 200 |      44.386µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:42:50 | 20240128214250695892289KYEMPsFI | 200 |      46.469µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:43:20 | 20240128214320728250745wcx4HTzk | 200 |     103.928µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:43:50 | 202401282143507633092261VEYuGjQ | 200 |      53.867µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:44:20 | 20240128214420806398912yamkAUsL | 200 |      42.255µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:44:50 | 202401282144508438292581YG01wyW | 200 |     150.826µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:45:20 | 20240128214520892865493MKzbyL1x | 200 |      47.837µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:45:50 | 2024012821455093110367888zTa8JK | 200 |     150.579µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:46:20 | 20240128214620973102589saDww8bl | 200 |      43.169µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:46:51 | 2024012821465110443001swrWuYI9 | 200 |     102.898µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:47:21 | 20240128214721486076139GOcJP3q | 200 |     124.403µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:47:51 | 20240128214751906200287h2A3dVf | 200 |      34.878µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:48:21 | 20240128214821127531822DB8HGVTr | 200 |      45.938µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:48:51 | 20240128214851161787409wLCqwPYt | 200 |      46.501µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:49:21 | 202401282149212019700738wF1J145 | 200 |      70.619µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:49:51 | 20240128214951255075291rN599CiT | 200 |     132.397µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:50:21 | 20240128215021467705570nDvvBOZG | 200 |    2.062363ms |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:50:51 | 20240128215051855670797BK1Ye1g6 | 200 |     5.65261ms |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:51:22 | 20240128215122480368134aYTXZggD | 200 |     127.086µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:51:52 | 202401282151525399458076noknwwh | 200 |      33.812µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:52:22 | 20240128215222587029930NqLIZ4eH | 200 |      93.645µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:52:52 | 20240128215252639029450XQkD0B13 | 200 |      47.972µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:53:22 | 20240128215322687641233Lalacvm5 | 200 |     643.637µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:53:52 | 20240128215352746099736wpj3wnta | 200 |      44.401µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:54:22 | 20240128215422797287614fQKLaq9s | 200 |      36.696µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:54:52 | 20240128215452839906523Eg9pSf4T | 200 |      60.812µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:55:22 | 20240128215522877000545L01Wv3L4 | 200 |       79.89µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:55:52 | 20240128215552919812507NtJM4W7n | 200 |      50.957µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:56:22 | 20240128215622966777624oL2xq642 | 200 |      84.842µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:56:53 | 202401282156535050691OzyexIq9 | 200 |      48.875µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:57:23 | 2024012821572349914755fEX9Fgv5 | 200 |      53.387µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:57:53 | 20240128215753791835385UA3A2oa | 200 |      53.895µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:58:23 | 20240128215823117395573JFe7WefV | 200 |       44.68µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:58:53 | 20240128215853158006562KBPWM4AH | 200 |      49.186µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:59:23 | 20240128215923200572691NYmZvLhB | 200 |      49.847µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 21:59:53 | 20240128215953241762112rJubiGlM | 200 |      46.533µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:00:23 | 20240128220023282018161ibmkog00 | 200 |      33.486µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:00:53 | 20240128220053316571999Ou9cQ16u | 200 |      33.243µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:01:23 | 20240128220123374291881hXxu8FGT | 200 |     215.497µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:01:53 | 20240128220153465700314YzkuOGrC | 200 |      51.754µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:02:23 | 20240128220223563585194DQ3VMSpP | 200 |    1.994239ms |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:02:53 | 20240128220253633608166B2lpZzK5 | 200 |     667.511µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:03:23 | 20240128220323696444954y9EoYnTK | 200 |    15.34198ms |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:03:53 | 20240128220353763901973GHTg8Waa | 200 |     100.565µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:04:23 | 20240128220423803584036MkO8rEXi | 200 |       66.83µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:04:53 | 20240128220453845240650XYu45jDJ | 200 |      42.487µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:05:23 | 20240128220523892962702ztO0Th0e | 200 |       63.21µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:05:53 | 20240128220553859792775OAGYDKCV | 200 |     136.019µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:06:23 | 20240128220623896803306UVISht2P | 200 |      43.679µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:06:53 | 20240128220653931857502NLDiDqi1 | 200 |      47.981µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:07:23 | 20240128220723984588089NGhlMqaT | 200 |      134.49µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:07:54 | 2024012822075426139280BtSQs90P | 200 |      40.092µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:08:24 | 2024012822082455253908FXt9b1QR | 200 |      41.565µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:08:54 | 20240128220854100547504mm230ORl | 200 |      47.331µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:09:24 | 20240128220924140510763MCkkLWxR | 200 |       93.86µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:09:54 | 20240128220954182364338SiTWpEkN | 200 |     151.774µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:10:24 | 20240128221024226913559WiIiqBBg | 200 |      50.296µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:10:54 | 20240128221054268590267WXVLekpl | 200 |      37.657µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:11:24 | 20240128221124305868434CkAC44Zu | 200 |       70.08µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:11:54 | 20240128221154346353287ICvOvlVj | 200 |      44.571µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:12:24 | 20240128221224381425005l6kZWcbD | 200 |      44.892µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:12:54 | 20240128221254431582451NaKAPMIX | 200 |      32.903µs |       127.0.0.1 |     GET /api/status
[GIN] 2024/01/28 - 22:13:24 | 202401282213244689422187FHzqkml | 200 |      66.318µs |       127.0.0.1 |     GET /api/status
